title,publishedDate,dislikeCount,commentCount,viewCount,likeCount
Cologne ,5/30/2016,142,374,944945,4285
SNL) ,5/30/2016,5729,11371,24093150,253652
(Lyrics) ,5/30/2016,249,436,2382207,11576
Video) ,5/30/2016,30449,70662,201454480,988782
Filming ,5/30/2016,57,314,58091,1965
Italia ,5/30/2016,4,23,27149,337
Adele ,5/30/2016,1142,4452,11913975,108836
28.05.2016 ,5/30/2016,2,12,18521,146
Bridge ,5/30/2016,10,55,132101,1222
Love' ,5/30/2016,7532,25851,102499937,296949
Lyrics ,5/30/2016,29777,114028,344055713,957833
Verona) ,5/30/2016,2,26,16465,184
Lover) ,5/30/2016,403,333,2284490,9960
2016,5/30/2016,29,88,478717,1007
Arena ,5/30/2016,7,31,57502,371
Young' ,5/30/2016,433,2956,3609850,60378
(Lyrics) ,5/30/2016,7819,11395,86422936,245007
Adele ,5/30/2016,459,2169,4972740,64368
VULGARITE ,5/30/2016,1005,1360,299288,19618
2016,5/30/2016,0,1,11673,65
Song ,5/30/2016,3162,6662,17105074,286865
complete! ,5/30/2016,442,754,2754354,12299
Perform ,5/30/2016,97,432,1389227,13124
Pavements ,5/30/2016,6565,16530,79716577,267546
concert ,5/30/2016,46,26,63423,409
(subtitulado) ,5/30/2016,2944,4285,40186964,145490
History! ,5/30/2016,483,1377,451911,3732
Verona ,5/30/2016,0,24,16264,152
City) ,5/30/2016,27,48,198918,1533
Zilli) ,5/30/2016,96,246,17187,1125
(Cover) ,5/30/2016,772,411,4126639,16094
español ,5/30/2016,2,12,37320,409
SANCHEZ) ,5/30/2016,10912,33967,32740041,675817
View ,5/30/2016,14,75,18388,160
Lover) ,5/30/2016,42,696,81789,8624
(cover) ,5/30/2016,11,152,16880,1595
Glory ,5/30/2016,5572,14340,63506467,227155
Vic ,5/30/2016,6,36,2086,128
I ,5/30/2016,24,176,354511,1948
Reaction ,5/30/2016,13,139,72051,1904
London ,5/30/2016,27,172,267785,3201
HD ,5/30/2016,22,32,134013,575
Concert] ,5/30/2016,235,199,1560128,4611
ME!!!’-LIVE ,5/30/2016,10,17,12543,23
2011,5/30/2016,12477,66413,158400704,437019
Moracchioli) ,5/30/2016,7005,18042,16375769,266205
PARODY ,5/30/2016,32309,29738,15695439,225596
Voicemail) ,5/30/2016,298,1672,5018740,83408
Krittapak ,5/30/2016,30,190,25403,1271
Is ,5/30/2016,322,1087,6406209,35393
Remix) ,5/30/2016,20,57,332256,2139
City) ,5/30/2016,1,11,41597,306
Canción! ,5/30/2016,135,573,200664,9440
Wednesday ,5/30/2016,1317,2957,10442599,70658
Story ,5/30/2016,144,510,953868,12387
SNL ,5/30/2016,2538,3320,14277587,69258
(Lyrics) ,5/30/2016,6,5,60854,291
2016) ,5/30/2016,1541,2257,4233590,45129
17.05.2016 ,5/30/2016,1,7,7799,75
| Skavlan ,5/30/2016,148,903,1327087,10001
ADELE ,5/30/2016,1962,4850,8068847,86777
Treatment! ,5/30/2016,13,27,69989,772
Records ,5/30/2016,244,734,2033562,10614
Video] ,5/30/2016,620,1993,8738432,33956
Ashton ,5/30/2016,239,1788,1909927,32281
LYRICS! ,5/30/2016,36,47,211428,724
Cover) ,5/30/2016,5293,10821,31210795,247025
Ellen ,5/30/2016,270,335,1253602,6054
Ocean ,5/30/2016,180,1074,3364971,26082
Moments ,5/30/2016,23,120,306048,1981
[parody] ,5/30/2016,2328,9084,9155509,130776
Berlin) ,5/30/2016,5,26,24728,183
(cover) ,5/30/2016,2072,1262,7385837,52786
فيروز(Mashup) ,5/30/2016,2629,8104,7960783,107138
Adele ,5/30/2016,13734,8173,5699528,100064
TBS ,5/30/2016,64,257,199364,2407
TODAY ,5/30/2016,55,238,684290,3924
17.05.2016 ,5/30/2016,4,25,33455,230
Concert ,5/30/2016,0,5,8006,121
08.05.2016 ,5/30/2016,2,6,25480,132
3,5/30/2016,21,63,238067,898
failure) ,5/30/2016,75,335,1111770,4675
Español) ,5/30/2016,1958,2467,18785824,68169
Hall ,5/30/2016,1039,2239,7762933,47375
Version) ,5/30/2016,738,1060,7864426,25979
ThePianoGuys ,5/30/2016,1669,6033,9799150,177870
(Karaoke) ,5/30/2016,1605,538,5029781,13551
Remember ,5/30/2016,3432,7853,50219628,116094
Twist ,5/30/2016,6318,8697,13754129,148540
deep ,5/30/2016,4281,14836,42773086,169151
Hall ,5/30/2016,953,1706,9804263,36574
DEEP) ,5/30/2016,48691,11949,3760523,72150
(CC) ,5/30/2016,272,616,3194574,10566
Home) ,5/30/2016,7669,65131,95142360,388666
Concert ,5/30/2016,681,2900,4306690,32721
"Concert"" ",5/30/2016,2,6,4979,59
Video)(Cover) ,5/30/2016,5092,2279,12676127,56190
[VIDEO] ,5/30/2016,3,5,39544,113
AMAZING ,5/30/2016,26,106,355662,2682
(COVER) ,5/30/2016,785,221,2455000,8132
Along ,5/30/2016,516,350,3441548,9904
It ,5/30/2016,7,10,19641,142
Vocals ,5/30/2016,17,97,74766,1421
HD ,5/30/2016,11591,3995,19334860,83177
Adele) ,5/30/2016,2202,1138,1009511,5723
مترجمة ,5/30/2016,6,29,10929,177
Pop ,5/30/2016,873,1723,3159807,40847
Español/Ingles ,5/30/2016,4699,724,7742488,26833
Shad ,5/30/2016,31,367,360856,4162
Bolts ,5/30/2016,1159,6242,2495345,72175
Cover ,5/30/2016,2365,4200,2717565,57683
2016,5/30/2016,60,356,862888,7920
Version) ,5/30/2016,1046,1139,9526204,26406
"""25"" ",5/30/2016,136,179,1303154,5506
2013,5/30/2016,1495,2982,11292971,63464
Lyrics) ,5/30/2016,4690,15811,66528429,206534
español-ingles(lyrics)traducción ,5/30/2016,8,6,65677,687
VIDEO ,5/30/2016,9,23,20584,54
Time ,5/30/2016,54,119,176933,1425
Habit! ,5/30/2016,291,939,427471,2477
"""Hello"") ",5/30/2016,246,1050,956104,10288
Rain ,5/30/2016,0,16,34543,267
Hall) ,5/30/2016,4489,8186,41175395,155757
Genres) ,5/30/2016,1668,6961,1112723,53744
française ,5/30/2016,1220,702,4449066,18816
Arena ,5/30/2016,4,5,25698,173
II ,5/30/2016,20,118,384909,1558
rain ,5/30/2016,5,26,28120,271
Parody) ,5/30/2016,1439,20755,3472851,139009
Performance ,5/30/2016,625,767,1409580,3317
Largo) ,5/30/2016,3016,7811,50214092,133139
Synthesia ,5/30/2016,852,1272,4749747,29447
TODAY ,5/30/2016,6,9,3480,18
Alvord ,5/30/2016,146,620,217227,6605
2016,5/30/2016,4,5,10021,216
Reaction ,5/30/2016,13,54,4234,146
stage ,5/30/2016,10,37,175223,1083
“Slay” ,5/30/2016,3,6,5444,66
HD ,5/30/2016,64,156,480308,5278
Show ,5/30/2016,59,204,949633,2812
Worldwide ,5/30/2016,5,6,7155,48
Hello ,5/30/2016,5713,25760,24766448,426904
Available] ,5/30/2016,306,445,1247667,10060
2016) ,5/30/2016,10,6,13655,91
"""Hello"" ",5/30/2016,2946,1357,3165224,7968
07.03.16 ,5/30/2016,12,70,299138,1033
Adele ,5/30/2016,3,12,29031,112
Letterman) ,5/30/2016,2741,6764,38412117,112764
!!) ,5/30/2016,5120,4313,2513027,63953
you ,5/30/2016,0,2,2458,35
Show ,5/30/2016,191,705,1473990,9436
singing ,5/30/2016,108,136,967858,3032
You ,5/30/2016,1,3,3719,47
Español) ,5/30/2016,284,272,5110699,14961
Brussels ,5/30/2016,330,1313,1163972,5667
PARODY) ,5/30/2016,1661,1419,1332027,13100
Hello ,5/30/2016,25736,103879,28153733,1735512
Confession ,5/30/2016,869,1308,947676,3712
29/3/16 ,5/30/2016,22,113,87673,666
Adele ,5/30/2016,4543,4406,836508,4143
#103 ,5/30/2016,5282,7610,7589780,95490
Famous ,5/30/2016,50,694,196251,1535
Hall) ,5/30/2016,440,889,4162818,16649
2015,5/30/2016,6916,3297,6384087,21995
2016,5/30/2016,152,377,1236913,2753
ADELE ,5/30/2016,100,989,326803,26691
cover ,5/30/2016,5608,17726,18453978,295014
(VIDEO) ,5/30/2016,25,19,10746,12
Affective ,5/30/2016,27,147,268385,2669
#1 ,5/30/2016,5,39,71610,458
Pitera ,5/30/2016,586,1333,507923,17242
Murphy ,5/30/2016,70,720,1579848,18583
AF! ,5/30/2016,16,30,95243,620
5/21/2016,5/30/2016,0,4,11990,28
Sanchez) ,5/30/2016,414,5768,2682488,82066
Manchester ,5/30/2016,12,43,791111,647
كرت ,5/30/2016,442,927,1809424,17225
amzah ,5/30/2016,163,1181,515209,15241
moments ,5/30/2016,8,40,81978,649
Songs ,5/30/2016,1247,1734,172788,4430
HD ,5/30/2016,98,261,884759,6546
25/03/16 ,5/30/2016,16,39,173768,847
Arena) ,5/30/2016,1,10,21076,117
Ago ,5/30/2016,119,166,403721,1442
2/12/2016,5/30/2016,78,254,613273,3191
(Cover) ,5/30/2016,63377,236172,185136770,1291950
2,5/30/2016,3,58,35304,378
español ,5/30/2016,1415,917,13133397,49084
17.05.2016 ,5/30/2016,1,4,5476,62
Version ,5/30/2016,179,427,421804,6259
"Adele"") ",5/30/2016,1905,8826,1485996,104712
funny ,5/30/2016,40,177,183708,1915
iTunes ,5/30/2016,715,2921,5134214,74630
Cover ,5/30/2016,562,1859,2300699,42765
3,5/30/2016,111,136,1017719,2544
Remix) ,5/30/2016,3812,5086,20044374,159624
ADELE ,5/30/2016,3898,11418,10574707,119725
1,5/30/2016,47,199,149326,1638
Video ,5/30/2016,1210,1231,11162565,43912
Hall) ,5/30/2016,1408,5355,15889114,64627
audience ,5/30/2016,5,21,96926,445
Parody) ,5/30/2016,1397,4124,1521666,22206
21.03.16 ,5/30/2016,5,10,33929,201
2016,5/30/2016,0,11,9700,105
Global ,5/30/2016,50,119,308370,2001
Portugal ,5/30/2016,2,1,2193,20
HQ ,5/30/2016,16,51,292159,587
(Lyrics) ,5/30/2016,8007,14551,73858029,245388
Español ,5/30/2016,341,462,800530,11431
1920x1080p ,5/30/2016,574,1272,5221207,33709
22.03.16 ,5/30/2016,18,28,66547,687
11/3/2016,5/30/2016,1,23,92987,315
(Lyrics) ,5/30/2016,2252,5179,28073961,88414
Special ,5/30/2016,315,755,2577416,10967
Choreography ,5/30/2016,3,37,28157,783
Arena) ,5/30/2016,3,9,8765,60
Cravings) ,5/30/2016,1140,2998,5654966,60149
Ellen ,5/30/2016,42,64,271938,1061
Hall) ,5/30/2016,720,2164,9314967,42247
ingles) ,5/30/2016,1609,1166,16701712,64096
SFC ,5/30/2016,118,149,206853,1705
opening) ,5/30/2016,1,6,5221,39
Cover) ,5/30/2016,599,797,1399138,14121
(Adele) ,5/30/2016,3,4,11956,152
2016,5/30/2016,20,3,60519,96
famosa ,5/30/2016,9,9,18359,130
(adele). ,5/30/2016,0,4,22435,168
Cover ,5/30/2016,1275,720,3416478,18985
Shad ,5/30/2016,2,17,20025,317
17.5.2016 ,5/30/2016,2,1,8162,67
Cover ,5/30/2016,1984,11723,6772242,168610
2012/2013 ,5/30/2016,294,825,3363315,11455
Highlights ,5/30/2016,2,5,8364,59
2016,5/30/2016,49,159,444982,4324
Glory ,5/30/2016,1581,8247,33658838,66814
only ,5/30/2016,1868,2743,17212151,79407
Letterman) ,5/30/2016,659,1461,7702627,21494
3Arena ,5/30/2016,31,86,195597,1422
medley ,5/30/2016,124,1980,516251,5216
"Up"" ",5/30/2016,12,33,61786,501
Adele ,5/30/2016,36,259,204586,3039
Awards ,5/30/2016,20,32,149911,334
Footage ,5/30/2016,18,81,211396,775
(Lyrics) ,5/30/2016,528,820,4636805,23640
2016,5/30/2016,2,14,16758,114
Belfast ,5/30/2016,23,137,167498,1303
-1,5/30/2016,10,15,59613,325
(Parody) ,5/30/2016,59,186,144643,1487
Cross ,5/30/2016,2191,6705,5935954,119635
HD ,5/30/2016,25,159,690279,2367
HD ,5/30/2016,584,606,4832285,25240
(Karaoke) ,5/30/2016,7,3,47961,157
ASAP ,5/30/2016,1526,2919,1871213,21666
Song ,5/30/2016,755,696,3857787,13418
2016) ,5/30/2016,0,1,1452,18
17.5.2016 ,5/30/2016,0,1,2029,18
Video) ,5/30/2016,407,269,831826,3692
lyrics ,5/30/2016,272,489,3408233,19481
Row ,5/30/2016,4,32,52594,353
‘Hello’! ,5/30/2016,43,282,415301,3898
Rihanna ,5/30/2016,122,928,153994,3968
HD ,5/30/2016,102,445,1578958,6293
[HD] ,5/30/2016,102,332,1367858,7303
Style ,5/30/2016,17,18,50916,716
(Lyrics) ,5/30/2016,17392,44780,187150694,364300
2016,5/30/2016,0,7,1448,14
Manchester ,5/30/2016,11,0,61709,238
intro ,5/30/2016,0,4,1460,19
Cover ,5/30/2016,1405,6757,4622753,87817
Exposed ,5/30/2016,57,356,37897,539
Adele ,5/30/2016,43,71,72786,594
Cologne ,5/30/2016,1,1,7200,78
Tsui ,5/30/2016,254,1285,858572,28841
Karaoke ,5/30/2016,0,1,13689,46
(legendado) ,5/30/2016,103,224,1043115,7686
Rio ,5/30/2016,0,0,5740,36
1,5/30/2016,24,101,477115,2858
hlas ,5/30/2016,233,283,648265,4072
Arena ,5/30/2016,0,1,4928,52
Cover ,5/30/2016,77,319,391898,6420
Difficulties ,5/30/2016,60,46,501147,629
Video) ,5/30/2016,165,462,1185487,7354
lyrics) ,5/30/2016,216,274,2072419,10209
Español] ,5/30/2016,634,2008,11688666,40739
Cover) ,5/30/2016,340,3482,1577064,36370
2016,5/30/2016,7,53,242662,775
Break) ,5/30/2016,103,982,379926,11614
Minaj ,5/30/2016,14,63,171920,1888
HD ,5/30/2016,2,24,40411,298
Anderson ,5/30/2016,12,39,4416,404
Cover) ,5/30/2016,3046,11001,3224073,80970
#viral ,5/30/2016,8098,7896,2258081,44058
720p ,5/30/2016,0,5,2381,26
Ocando ,5/30/2016,46,360,102657,4027
Shoulder' ,5/30/2016,1200,5212,21873195,40215
Video) ,5/30/2016,1472,1335,524777,9640
(reupload) ,5/30/2016,20,94,46067,791
Remix) ,5/30/2016,0,2,13927,100
Nice ,5/30/2016,224,859,152951,7908
reaction ,5/30/2016,452,2345,4639294,27858
Cover) ,5/30/2016,65,211,156362,2873
Video ,5/30/2016,32,415,47719,1413
Live ,5/30/2016,13,203,211852,2030
2016.Maria. ,5/30/2016,148,145,396325,3309
Pop ,5/30/2016,127,500,242786,5654
5/4/2016,5/30/2016,2,15,21624,179
May) ,5/30/2016,2,1,12956,64
08.05.2016 ,5/30/2016,2,8,15715,120
18.05.16 ,5/30/2016,0,0,1505,16
23.08.2014 ,5/30/2016,1179,2852,6444007,38969
Barcelona ,5/30/2016,0,0,4970,32
VIDEO ,5/30/2016,74,221,55635,643
A5) ,5/30/2016,4,92,36456,525
A5) ,5/30/2016,4,92,36456,525
Pronunciacion ,5/30/2016,454,409,1920178,7458
VIDEO) ,5/30/2016,381,1134,2732075,13946
Adele ,5/30/2016,4984,26625,11383213,133810
Bridge ,5/30/2016,13,28,110688,655
PARODY) ,5/30/2016,67,190,57208,1940
Aston ,5/30/2016,15,83,62149,1707
17.5.2016 ,5/30/2016,0,4,6684,49
2016,5/30/2016,12,15,96529,354
spoof ,5/30/2016,187,28,495732,919
ADELE ,5/30/2016,27,479,32269,5121
Español) ,5/30/2016,176,388,1922326,10133
version) ,5/30/2016,1579,3352,14909127,36841
Adele ,5/30/2016,895,3385,1175156,35748
(legendado) ,5/30/2016,11,30,268629,1607
baby ,5/30/2016,10,14,112522,194
Mashup ,5/30/2016,97,137,518536,1436
Adele ,5/30/2016,436,898,2102533,7011
2011) ,5/30/2016,224,1427,2099127,5745
Olusola ,5/30/2016,25,914,205752,14281
-2008,5/30/2016,1805,3807,17159680,35501
IDOLS ,5/30/2016,40,2,231781,1111
Young ,5/30/2016,467,309,910279,10707
(#OrkunaMeydanOkuyorum) ,5/30/2016,1168,5190,1058607,57352
lyrics) ,5/30/2016,995,1370,9450193,39387
Cover) ,5/30/2016,457,4084,2523806,64320
6/12/2015,5/30/2016,17,64,99943,702
Cover ,5/30/2016,48,1604,255481,15306
Brown ,5/30/2016,6,92,71518,571
Factor ,5/30/2016,46,106,365614,1855
Rose ,5/30/2016,226,498,399954,8341
Pamkutya ,5/30/2016,196,1568,532640,14993
TALENT ,5/30/2016,359,0,273992,1643
Adele ,5/30/2016,14,0,228561,1570
VIDEO] ,5/30/2016,2516,7238,20172456,93396
Barcelona ,5/30/2016,0,8,3145,119
04-03-16) ,5/30/2016,16,59,84767,806
Lyrics ,5/30/2016,1248,3446,18501975,51631
Smith ,5/30/2016,2921,3010,655303,31949
Letterman) ,5/30/2016,792,3140,6123373,28902
(Lyrics) ,5/30/2016,1794,3657,14846905,53033
[HD] ,5/30/2016,98,323,1647734,7574
simplificada) ,5/30/2016,50,173,347695,4628
Lyrics ,5/30/2016,43,125,265630,2175
Arena ,5/30/2016,0,1,4486,40
9.1.2012 ,5/30/2016,13,109,59998,555
Naya ,5/30/2016,36,178,64694,800
الجديدة ,5/30/2016,2082,2109,6008992,42653
Description ,5/30/2016,13,5,369485,301
Işıtmak ,5/30/2016,4,11,5844,107
Işıtmak ,5/30/2016,4,11,5844,107
EXPOSED! ,5/30/2016,4068,7929,1207727,7528
Deutsch ,5/30/2016,129,34,137194,657
Then ,5/30/2016,326,1273,8498166,11552
2016,5/30/2016,2,12,57082,309
(Lyrics) ,5/30/2016,4046,1267,6384440,24522
| ,5/30/2016,21,8,52426,208
Lyrics ,5/30/2016,50,93,522042,2009
Alvord ,5/30/2016,3489,2910,1985309,46034
Remix] ,5/30/2016,1272,1706,1778445,31490
Tired ,5/30/2016,876,2047,18615375,17390
Adele.. ,5/30/2016,5,60,10348,223
Español ,5/30/2016,38,85,363227,1210
Adele ,5/30/2016,105,113,114637,1899
STAGE?! ,5/30/2016,90,321,162994,3571
Remix) ,5/30/2016,3,16,62515,321
26/03/2016) ,5/30/2016,4,17,18878,152
[subtitulado] ,5/30/2016,241,656,4798910,12896
Only ,5/30/2016,83,67,1219882,2579
Reaction ,5/30/2016,3,17,2894,97
rain ,5/30/2016,3,10,18268,113
2012,5/30/2016,105,674,471683,1592
(Full) ,5/30/2016,13,31,87313,425
HD ,5/30/2016,9,14,47454,177
(Full) ,5/30/2016,13,189,116620,4923
(DHR) ,5/30/2016,47,203,106395,1368
HAPPENED? ,5/30/2016,195,376,468454,3917
Marolt) ,5/30/2016,100,321,167755,4059
Prank! ,5/30/2016,959,267,1719159,5119
Adele-Hello) ,5/30/2016,54,250,101039,2189
Choreography) ,5/30/2016,140,914,1086606,19819
Cover) ,5/30/2016,449,2509,1873201,37828
2016,5/30/2016,12,27,122614,832
2016) ,5/30/2016,2,34,43674,421
Screen ,5/30/2016,3,16,64400,288
Love ,5/30/2016,0,0,412,4
Talbot ,5/30/2016,155,1117,354488,10048
Hello ,5/30/2016,137,208,201436,3929
2016,5/30/2016,1,9,13227,108
ONSTAGE! ,5/30/2016,21,475,58774,2805
2016,5/30/2016,0,1,1721,17
Too ,5/30/2016,3,5,5736,68
Politique ,5/30/2016,1004,2913,329397,21525
Stockholm ,5/30/2016,1,1,11037,82
Lyrics ,5/30/2016,669,243,1709049,5954
Cover) ,5/30/2016,8,38,66884,633
(Tradução) ,5/30/2016,588,438,2068124,13641
SONGS ,5/30/2016,12,99,93313,973
deep ,5/30/2016,479,1018,5039263,22041
Plugins ,5/30/2016,21,58,107097,740
babafotói ,5/30/2016,24,18,1649486,486
[VIDEO] ,5/30/2016,21,26,138119,327
Adele ,5/30/2016,772,4563,1962669,62793
2009,5/30/2016,52,55,197650,1037
Hall ,5/30/2016,20,162,337113,1715
Mix) ,5/30/2016,122,106,200820,2236
Denmark ,5/30/2016,6,8,24516,54
Luthai ,5/30/2016,1199,2101,1663265,23789
More ,5/30/2016,66,333,234168,3824
2016,5/30/2016,91,152,548437,811
2015,5/30/2016,17,126,234546,2125
Hall ,5/30/2016,8,22,134983,772
Adele ,5/30/2016,770,2960,3098683,52319
2016,5/30/2016,15,30,84732,514
full ,5/30/2016,15,8,62195,290
Hall) ,5/30/2016,214,537,3419232,13783
Academy ,5/30/2016,72,51,172206,1101
Bateadora) ,5/30/2016,992,2790,1095514,41513
Music ,5/30/2016,119,447,81112,1777
Boye') ,5/30/2016,360,592,1802329,15778
Português) ,5/30/2016,47,323,516438,2868
2,5/30/2016,19,57,343657,1864
2012,5/30/2016,3,6,62797,220
Karlberg ,5/30/2016,1,11,10403,104
crying ,5/30/2016,0,0,499,6
SNUKIEFUL ,5/30/2016,64,322,169668,9733
2015,5/30/2016,253,3931,283263,12195
(BlendTV) ,5/30/2016,622,1668,8079429,51211
View ,5/30/2016,8,40,74579,273
Tutorial ,5/30/2016,108,1338,224210,5701
Illegally ,5/30/2016,15,53,24548,265
One ,5/30/2016,58,320,479778,3269
Song ,5/30/2016,2033,1748,1456610,30466
Bühne ,5/30/2016,3,11,42664,132
2016,5/30/2016,0,0,1399,8
Surprise ,5/30/2016,0,3,2670,35
Grammys? ,5/30/2016,946,2054,592870,16237
Smoky ,5/30/2016,193,1210,437633,54349
Letterman) ,5/30/2016,354,851,3493144,14115
Adele ,5/30/2016,61,107,109329,2175
[LYRICS] ,5/30/2016,878,2795,12951965,34957
Letterman) ,5/30/2016,488,1244,5182977,18354
amzah ,5/30/2016,629,1595,655663,14863
Bleasby) ,5/30/2016,312,180,238255,1717
2011) ,5/30/2016,163,277,1308432,5659
London... ,5/30/2016,36,183,359774,2514
Adele ,5/30/2016,19,98,89039,629
Cover ,5/30/2016,35,18,185106,125
Britney ,5/30/2016,0,0,73,1
Adele ,5/30/2016,1,6,207,11
Babel) ,5/30/2016,0,1,484,5
"Back"" ",5/30/2016,0,0,65,0
West ,5/30/2016,0,0,258,2
SBOCCHI ,5/30/2016,0,0,127,0
Millar-Usiskin ,5/30/2016,0,0,380,1
University ,5/30/2016,840,1551,1145348,22462
#veganized ,5/30/2016,3,103,5955,745
Bullet? ,5/30/2016,708,2440,1107576,24649
Out ,5/30/2016,470,1546,1409212,33804
2,5/30/2016,656,65,339118,4665
JOHNSON’S® ,5/30/2016,155,837,1011115,15884
Tested! ,5/30/2016,618,1649,761213,50936
Pregnant ,5/30/2016,1018,3489,1543816,38271
BuzzFeed ,5/30/2016,10707,24523,5634828,191224
XFINITY ,5/30/2016,372,434,515415,4743
BuzzFeed ,5/30/2016,408,3956,1610977,80843
Nude ,5/30/2016,209,1312,922530,18533
Test ,5/30/2016,2935,6722,3601741,61685
Ladylike ,5/30/2016,240,940,978776,24230
Video ,5/30/2016,1391,6991,3233327,105291
Week ,5/30/2016,3322,13166,2860367,79827
Personality ,5/30/2016,2765,11968,1373764,88010
Response ,5/30/2016,17,354,6316,466
Holocaust ,5/30/2016,1992,14394,1972547,143995
Types ,5/30/2016,4653,15527,7162096,146822
Ladylike ,5/30/2016,236,1724,1898234,38596
Yoga ,5/30/2016,619,2488,1255192,36043
House ,5/30/2016,764,2236,1989782,38179
Milestones ,5/30/2016,432,1513,1413963,38313
Pornstar ,5/30/2016,4706,7284,5806273,78283
1,5/30/2016,725,4791,2020830,52086
2,5/30/2016,292,3944,986823,33713
Corey ,5/30/2016,413,1107,662145,20103
Riddle? ,5/30/2016,1320,6379,3353197,63807
Civic ,5/30/2016,4234,1088,990397,13775
Ladylike ,5/30/2016,698,2597,1798982,38374
Black ,5/30/2016,337,759,1314262,21576
Test ,5/30/2016,963,1940,2157392,36421
Benzac ,5/30/2016,553,968,1103895,16001
Wallet ,5/30/2016,11952,11791,2536531,46550
Styles ,5/30/2016,418,5043,902538,52290
Babies ,5/30/2016,492,4001,1855467,64730
Seconds ,5/30/2016,333,2630,1894673,50025
Friends ,5/30/2016,2374,14166,7339592,129768
You? ,5/30/2016,1401,3567,1216551,20067
Subway ,5/30/2016,696,1621,2642147,31588
Cliff ,5/30/2016,697,5986,2681464,38594
Star? ,5/30/2016,327,706,1077621,17213
Seasonings ,5/30/2016,1340,312,768987,3510
AF ,5/30/2016,2110,13285,7300404,181880
CBS ,5/30/2016,2937,3458,2256796,38962
Milk? ,5/30/2016,1603,2593,2195796,26258
Inventions ,5/30/2016,945,2082,6054893,61051
Game ,5/30/2016,49,298,433643,7285
Day ,5/30/2016,236,1533,549682,13865
Single ,5/30/2016,118,814,612098,18829
Civic ,5/30/2016,810,743,752575,15148
React) ,5/30/2016,1696,17800,4263187,278048
Test ,5/30/2016,257,482,816107,10511
Drinks” ,5/30/2016,538,2123,2116555,47174
Edition ,5/30/2016,703,3675,3276025,101787
Buzzfeed ,5/30/2016,51,183,237856,4095
BuzzFeed ,5/30/2016,26,239,49193,982
Body ,5/30/2016,419,2225,1027829,41154
Wow... ,5/30/2016,1152,6216,1117426,36407
Icons ,5/30/2016,414,3220,900694,23643
Honest ,5/30/2016,444,1546,955336,24930
Count ,5/30/2016,1509,5804,5465066,81219
Debatable ,5/30/2016,199,5386,532155,17107
Makeovers ,5/30/2016,806,1508,1368380,28377
2016,5/30/2016,483,1320,1553067,25059
489,5/30/2016,65,339,86915,2385
Ladylike ,5/30/2016,1449,5077,6738070,120984
Prices ,5/30/2016,404,4166,3242935,65267
Chow ,5/30/2016,145,2337,3105183,59879
It ,5/30/2016,1180,3728,5796599,93757
Time ,5/30/2016,1344,2298,4651895,33702
Wingman ,5/30/2016,141,532,390970,12355
Cats ,5/30/2016,2495,8467,4550946,98560
Routines ,5/30/2016,1917,1752,3852304,43232
Change ,5/30/2016,5770,8735,7241354,51936
Jordan ,5/30/2016,169,414,1317143,25320
Friends ,5/30/2016,3076,1981,625881,13363
Gender ,5/30/2016,6970,4656,679092,37255
Ladylike ,5/30/2016,1093,5888,4499371,78827
Makeup ,5/30/2016,2681,7789,6672136,80365
College ,5/30/2016,1367,2286,780441,20943
2015,5/30/2016,6905,11684,8481170,153249
Guys ,5/30/2016,2034,7261,3798350,110412
Hyundai ,5/30/2016,3998,2747,3453680,35771
Songs ,5/30/2016,1299,1385,971705,26965
Time ,5/30/2016,623,3922,1836560,32417
Time ,5/30/2016,453,1135,1126363,19376
Game ,5/30/2016,144,614,769631,14737
Products ,5/30/2016,469,5113,2769789,45825
Campbell's ,5/30/2016,702,1367,1714031,31434
Secret ,5/30/2016,2511,4284,6155308,45697
Test ,5/30/2016,33,70,215529,3227
History ,5/30/2016,16149,41884,36060659,199115
Test ,5/30/2016,751,4030,3662297,53405
Guy ,5/30/2016,969,2409,181517,7541
Friends ,5/30/2016,689,2209,2851407,41952
Asia ,5/30/2016,1315,10612,3914513,137723
Masks ,5/30/2016,253,1840,1805528,35535
Life ,5/30/2016,941,3063,1725664,22505
Obama ,5/30/2016,4377,3947,1216380,23048
Acer ,5/30/2016,161,1106,1170935,23788
Snacks ,5/30/2016,3295,4772,3669510,57752
Ladylike ,5/30/2016,737,2181,3244688,54542
Kids ,5/30/2016,1025,1295,1634112,18234
BuzzFeed ,5/30/2016,800,2303,467612,20719
TurboTax ,5/30/2016,345,854,1060016,13939
Cramps ,5/30/2016,181,2306,1311645,25641
Dumped ,5/30/2016,289,1016,747310,18405
Model ,5/30/2016,2245,5043,2332531,39004
Yours? ,5/30/2016,1583,5261,4014670,39302
7,5/30/2016,505,1284,938571,20947
Crush ,5/30/2016,560,6494,2644905,80532
Drinks ,5/30/2016,1396,677,1510837,18513
Popper ,5/30/2016,1692,6907,2948650,37642
Time ,5/30/2016,2815,13984,5894078,147380
#37 ,5/30/2016,34,839,97958,4327
World) ,5/30/2016,1108,14991,6679076,97405
Candy ,5/30/2016,263,1670,2108110,30401
Ladylike ,5/30/2016,867,3075,3285230,57282
Posters ,5/30/2016,4889,4798,1535517,41700
Church ,5/30/2016,4426,9295,1405110,34798
Friends ,5/30/2016,876,3574,4708847,76980
Grandpa ,5/30/2016,80,298,716418,9048
AF ,5/30/2016,672,2279,2013828,41959
Muslim ,5/30/2016,440,1049,52195,1725
